"line","text","screenname","time","searchterm","location","followerscount","favoritescount","lat","lng","coords_coords","bbox_coords","geo_coords"
659,"Maj. Gen. Patrick E. Matlock along with staff from @1stArmoredDiv give a shoutout to #Army to #BeatLafayette here tomorrow at noon EST at Michie Stadium. https://t.co/ehb0pjluSS","WestPoint_USMA",2018-11-09 14:00:01,"USMA","West Point, NY",85041,105,NA,NA,NA,NA,NA
660,"<U+0E1B><U+0E31><U+0E01><U+0E40><U+0E22><U+0E14><U+0E31><U+0E21><U+0E01><U+0E31><U+0E1A><U+0E40><U+0E08><U+0E49><U+0E32><U+0E0B><U+0E2D><U+0E01> <U+0E2E><U+0E37><U+0E2D><U+0E2D><U+0E2D> <U+0E09><U+0E31><U+0E19><U+0E08><U+0E30><U+0E2B><U+0E19><U+0E35><U+0E04><U+0E48><U+0E32><U+0E22><U+0E1A><U+0E49><U+0E32><U+0E2B><U+0E19><U+0E35><U+0E44><U+0E21><U+0E48><U+0E1E><U+0E49><U+0E19><U+0E08><U+0E23><U+0E34><U+0E07><U+0E46><U+0E43><U+0E0A><U+0E48><U+0E21><U+0E31><U+0E49><U+0E22><U+0E22><U+0E22><U+0E22><U+0E22><U+0E22><U+0E22><U+0E22><U+0E22><U+0E22><U+0E22><U+0E22><U+0E22>","Usma_cielo",2018-11-05 12:05:18,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
661,"@khunamamm <U+0E2A><U+0E38><U+0E14><U+0E21><U+0E32><U+0E01><U+0E08><U+0E35><U+0E07><U+0E07><U+0E07><U+0E07><U+0E07><U+0E07><U+0E07> <U+0E22><U+0E2D><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21>","Usma_cielo",2018-11-04 17:11:11,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
662,"<U+0E19><U+0E38><U+0E49><U+0E07><U+0E19><U+0E31><U+0E21><U+0E19><U+0E48><U+0E32><U+0E23><U+0E31><U+0E01><U+0E08><U+0E31><U+0E07><U+0E27><U+0E38><U+0E49><U+0E22><U+0E22><U+0E22><U+0E22><U+0E22> <U+0E22><U+0E31><U+0E22><U+0E41><U+0E21><U+0E27><U+0E40><U+0E2D><U+0E49><U+0E22><U+0E22><U+0E22><U+0E22>","Usma_cielo",2018-11-02 17:04:18,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,1,NA,NA,NA,NA,NA
663,"@beewtra_k <U+0E44><U+0E1B><U+0E01><U+0E34><U+0E19><U+0E14><U+0E49><U+0E27><U+0E22><U+0E01><U+0E31><U+0E19><U+0E2A><U+0E34>","Usma_cielo",2018-11-02 13:59:51,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
664,"<U+0E40><U+0E22><U+0E14><U+0E31><U+0E21><U+0E25><U+0E39><U+0E4A><U+0E01><U+0E01><U+0E01><U+0E01><U+0E01> <U+0E2E><U+0E37><U+0E2D><U+0E2D><U+0E2D><U+0E2B><U+0E25><U+0E07><U+0E40><U+0E2A><U+0E35><U+0E22><U+0E07><U+0E21><U+0E32><U+0E01><U+0E01><U+0E01><U+0E01><U+0E01> <U+0E23><U+0E31><U+0E01><U+0E40><U+0E2A><U+0E35><U+0E22><U+0E07><U+0E19><U+0E49><U+0E2D><U+0E07><U+0E07><U+0E07> <U+0E23><U+0E2D><U+0E2D>","Usma_cielo",2018-11-05 11:59:54,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
665,"@beewtra_k <U+0E01><U+0E39><U+0E19><U+0E48><U+0E32><U+0E08><U+0E30><U+0E44><U+0E1B><U+0E2A><U+0E32><U+0E22><U+0E46><U+0E2D><U+0E48><U+0E30> <U+0E44><U+0E1B><U+0E2B><U+0E32><U+0E19><U+0E49><U+0E2D><U+0E07><U+0E04><U+0E13><U+0E30><U+0E01><U+0E48><U+0E2D><U+0E19><U+0E41><U+0E25><U+0E49><U+0E27><U+0E1A><U+0E48><U+0E32><U+0E22><U+0E46><U+0E04><U+0E48><U+0E2D><U+0E22><U+0E44><U+0E1B><U+0E2B><U+0E32><U+0E15><U+0E49><U+0E2D><U+0E07>","Usma_cielo",2018-11-02 06:47:13,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
666,"<U+0E15><U+0E23><U+0E27><U+0E08><U+0E2A><U+0E38><U+0E02><U+0E20><U+0E32><U+0E1E><U+0E1B><U+0E23><U+0E30><U+0E08><U+0E33><U+0E1B><U+0E35> <U+0E2D><U+0E34><U+0E19><U+0E35><U+0E48><U+0E42><U+0E14><U+0E19><U+0E40><U+0E08><U+0E32><U+0E30><U+0E40><U+0E25><U+0E37><U+0E2D><U+0E14><U+0E44><U+0E1B><U+0E2A><U+0E32><U+0E21><U+0E23><U+0E2D><U+0E1A><U+0E08><U+0E49><U+0E32><U+0E32><U+0E32><U+0E32><U+0E32> <U+0E22><U+0E34><U+0E49><U+0E21><U+0E41><U+0E2B><U+0E49><U+0E07><U+0E43><U+0E2B><U+0E49><U+0E1E><U+0E22><U+0E32><U+0E1A><U+0E32><U+0E25> <U+0E2B><U+0E19><U+0E39><U+0E42><U+0E2D><U+0E40><U+0E04> <U+0E2B><U+0E19><U+0E39><U+0E44><U+0E2B><U+0E27> <U+0E41><U+0E15><U+0E48><U+0E40><U+0E1B><U+0E25><U+0E35><U+0E48><U+0E22><U+0E19><U+0E04><U+0E19><U+0E40><U+0E08><U+0E32><U+0E30><U+0E17><U+0E35><U+0E04><U+0E48><U+0E32><U+0E32><U+0E32> <U+0E2E><U+0E37><U+0E2D><U+0E2D><U+0E2D><U+0E2D><U+0E2D><U+0E2D><U+0E2D><U+0E2D> https://t.co/AENNiUDGzq","Usma_cielo",2018-11-02 04:00:14,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,1,NA,NA,NA,NA,NA
667,"<U+0E40><U+0E1E><U+0E25><U+0E07> <U+0E14><U+0E39><U+0E14><U+0E35> <U+0E01><U+0E47><U+0E04><U+0E37><U+0E2D><U+0E1F><U+0E31><U+0E07><U+0E41><U+0E25><U+0E49><U+0E27><U+0E08><U+0E38><U+0E01> <U+0E40><U+0E28><U+0E23><U+0E49><U+0E32><U+0E41><U+0E1A><U+0E1A><U+0E2D><U+0E1A><U+0E2D><U+0E38><U+0E48><U+0E19> <U+0E40><U+0E1B><U+0E47><U+0E19><U+0E04><U+0E27><U+0E32><U+0E21><U+0E2B><U+0E21><U+0E48><U+0E19><U+0E17><U+0E35><U+0E48><U+0E2A><U+0E27><U+0E22><U+0E07><U+0E32><U+0E21> <U+0E17><U+0E35><U+0E48><U+0E2A><U+0E38><U+0E14><U+0E40><U+0E25><U+0E22><U+0E40><U+0E27><U+0E49><U+0E22><U+0E41><U+0E01>.","Usma_cielo",2018-11-06 17:23:25,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
668,"@beewtra_k <U+0E2D><U+0E31><U+0E19><U+0E19><U+0E31><U+0E49><U+0E19><U+0E23><U+0E2D><U+0E1C><U+0E25><U+0E41><U+0E15><U+0E48><U+0E15><U+0E23><U+0E27><U+0E08> 5555555555555 <U+0E2A><U+0E48><U+0E27><U+0E19><U+0E17><U+0E35><U+0E48><U+0E42><U+0E14><U+0E19><U+0E2A><U+0E32><U+0E21><U+0E23><U+0E2D><U+0E1A><U+0E04><U+0E37><U+0E2D><U+0E40><U+0E08><U+0E32><U+0E30><U+0E40><U+0E2A><U+0E49><U+0E19><U+0E41><U+0E15><U+0E01><U+0E23><U+0E2D><U+0E1A><U+0E19><U+0E36><U+0E07> <U+0E44><U+0E21><U+0E48><U+0E41><U+0E21><U+0E48><U+0E19><U+0E41><U+0E25><U+0E49><U+0E27><U+0E04><U+0E27><U+0E32><U+0E19><U+0E2B><U+0E32><U+0E2D><U+0E35><U+0E01><U+0E23><U+0E2D><U+0E1A><U+0E19><U+0E36><U+0E07> <U+0E08><U+0E19><U+0E40><U+0E1B><U+0E25><U+0E35><U+0E48><U+0E22><U+0E19><U+0E04><U+0E19><U+0E23><U+0E2D><U+0E1A><U+0E2A><U+0E38><U+0E14><U+0E17><U+0E49><U+0E32><U+0E22> <U+0E40><U+0E08><U+0E47><U+0E1A><U+0E1A><U+0E1A><U+0E1A><U+0E1A>","Usma_cielo",2018-11-02 04:02:21,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
669,"@beewtra_k <U+0E41><U+0E25><U+0E49><U+0E27><U+0E21><U+0E36><U+0E07><U+0E04><U+0E34><U+0E14><U+0E14><U+0E39><U+0E14><U+0E34> <U+0E1F><U+0E35><U+0E25><U+0E40><U+0E21><U+0E19><U+0E27><U+0E31><U+0E19><U+0E41><U+0E23><U+0E01><U+0E2D><U+0E22><U+0E32><U+0E01><U+0E01><U+0E34><U+0E19><U+0E02><U+0E2D><U+0E07><U+0E2B><U+0E27><U+0E32><U+0E19> <U+0E01><U+0E39><U+0E41><U+0E1A><U+0E1A> <U+0E14><U+0E39><U+0E14><U+0E1B><U+0E38><U+0E4A><U+0E1B><U+0E2D><U+0E22><U+0E32><U+0E01><U+0E23><U+0E49><U+0E2D><U+0E07><U+0E44><U+0E2B><U+0E49><U+0E2D><U+0E48><U+0E30> <U+0E01><U+0E39><U+0E44><U+0E21><U+0E48><U+0E40><U+0E04><U+0E22><U+0E2B><U+0E07><U+0E38><U+0E14><U+0E2B><U+0E07><U+0E34><U+0E14><U+0E01><U+0E31><U+0E1A><U+0E01><U+0E32><U+0E23><U+0E44><U+0E21><U+0E48><U+0E2D><U+0E23><U+0E48><U+0E2D><U+0E22><U+0E02><U+0E19><U+0E32><U+0E14><U+0E19><U+0E35><U+0E49><U+0E21><U+0E32><U+0E01><U+0E48><U+0E2D><U+0E19> <U+0001F622><U+0001F622><U+0001F622><U+0001F622>","Usma_cielo",2018-11-02 12:33:15,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
670,"@zh2incle______ <U+0E22><U+0E32><U+0E27><U+0E44><U+0E1B><U+0E22><U+0E32><U+0E27><U+0E44><U+0E1B><U+0E1B><U+0E1B><U+0E1B> <U+0E40><U+0E01><U+0E47><U+0E1A><U+0E40><U+0E07><U+0E34><U+0E19><U+0E23><U+0E2D><U+0E04><U+0E2D><U+0E19><U+0E2B><U+0E19><U+0E49><U+0E32><U+0E15><U+0E48><U+0E2D> <U+0E2E><U+0E37><U+0E48><U+0E2D><U+0E2D><U+0E2D><U+0E2D><U+0E2D>","Usma_cielo",2018-11-05 13:16:41,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
671,"@synsurvey <U+0E42><U+0E14><U+0E14><U+0E40><U+0E0A><U+0E35><U+0E22><U+0E23><U+0E4C><U+0E25><U+0E48><U+0E30><U+0E2A><U+0E34><U+0E21><U+0E36><U+0E07> 5555555555555555 <U+0E41><U+0E15><U+0E48><U+0E44><U+0E14><U+0E49><U+0E40><U+0E01><U+0E35><U+0E22><U+0E23><U+0E4C><U+0E41><U+0E25><U+0E49><U+0E27><U+0E2D><U+0E30><U+0E15><U+0E2D><U+0E21><U+0E01><U+0E47><U+0E44><U+0E21><U+0E48><U+0E21><U+0E35><U+0E04><U+0E27><U+0E32><U+0E21><U+0E2B><U+0E21><U+0E32><U+0E22><U+0E25><U+0E30><U+0E1B><U+0E30> <U+0E2B><U+0E37><U+0E21><U+0E21><U+0E21><U+0E21>","Usma_cielo",2018-11-06 15:02:03,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
672,"@MiracleIC91 <U+0E1E><U+0E34><U+0E23><U+0E34><U+0E13><U+0E13><U+0E13><U+0E13><U+0E13> 555555555555555","Usma_cielo",2018-11-08 03:31:45,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
673,"@synsurvey <U+0E01><U+0E47><U+0E40><U+0E19><U+0E35><U+0E49><U+0E22><U+0E22><U+0E22><U+0E22><U+0E22><U+0E22><U+0E01><U+0E39><U+0E44><U+0E1B><U+0E1B><U+0E1B><U+0E1B><U+0E1B><U+0E1B><U+0E1B> <U+0E44><U+0E1B><U+0E2A><U+0E34><U+0E44><U+0E1B><U+0E1B><U+0E1B><U+0E1B><U+0E1B><U+0E1B> <U+0E44><U+0E21><U+0E48><U+0E40><U+0E08><U+0E2D><U+0E1B><U+0E35><U+0E01><U+0E27><U+0E48><U+0E32><U+0E25><U+0E30><U+0E2D><U+0E34><U+0E1C><U+0E35><U+0E27><U+0E27><U+0E27><U+0E27><U+0E27>","Usma_cielo",2018-11-06 15:12:45,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
674,"@beewtra_k <U+0E04><U+0E33><U+0E27><U+0E48><U+0E32><U+0E1C><U+0E21><U+0E23><U+0E31><U+0E01><U+0E04><U+0E38><U+0E13><U+0E43><U+0E19><U+0E27><U+0E31><U+0E19><U+0E19><U+0E31><U+0E49><U+0E19><U+0E21><U+0E31><U+0E19><U+0E40><U+0E25><U+0E37><U+0E2D><U+0E19><U+0E2B><U+0E32><U+0E22><U+0E44><U+0E1B><U+0E41><U+0E25><U+0E49><U+0E27><U+0E43><U+0E0A><U+0E48><U+0E21><U+0E31><U+0E49><U+0E22> <U+0E2D><U+0E35><U+0E0B><U+0E36><U+0E07><U+0E2E><U+0E38><U+0E19><U+0E19><U+0E19><U+0E19><U+0E19><U+0E19><U+0E19> <U+0E2E><U+0E23><U+0E36><U+0E01><U+0E01><U+0E01> <U+0E1B><U+0E32><U+0E14><U+0E19><U+0E49><U+0E32><U+0E21><U+0E15><U+0E32><U+0E32> <U+0E41><U+0E25><U+0E49><U+0E27><U+0E17><U+0E33><U+0E44><U+0E21><U+0E15><U+0E49><U+0E2D><U+0E07><U+0E40><U+0E2B><U+0E47><U+0E19><U+0E15><U+0E25><U+0E2D><U+0E14><U+0E40><U+0E27><U+0E25><U+0E32><U+0E21><U+0E32><U+0E41><U+0E2D><U+0E4A><U+0E27><U+0E40><U+0E19><U+0E35><U+0E49><U+0E22> <U+0E1A><U+0E49><U+0E32><U+0E1A><U+0E2D>","Usma_cielo",2018-11-03 18:58:26,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
675,"@synsurvey <U+0E42><U+0E23><U+0E22><U+0E17><U+0E23><U+0E32><U+0E22> 4555555555555 <U+0E1E><U+0E39><U+0E14><U+0E25><U+0E30><U+0E01><U+0E47><U+0E04><U+0E34><U+0E14><U+0E16><U+0E36><U+0E07><U+0E40><U+0E1E><U+0E37><U+0E48><U+0E2D><U+0E19><U+0E0A><U+0E34><U+0E1A><U+0E2B><U+0E32><U+0E22> <U+0E40><U+0E2A><U+0E32><U+0E23><U+0E4C><U+0E19><U+0E35><U+0E49><U+0E44><U+0E1B><U+0E25><U+0E32><U+0E14><U+0E01><U+0E23><U+0E30><U+0E1A><U+0E31><U+0E07><U+0E1B><U+0E30> <U+0E40><U+0E08><U+0E2D><U+0E2B><U+0E19><U+0E48><U+0E2D><U+0E22>","Usma_cielo",2018-11-06 15:09:19,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
676,"<U+0E40><U+0E21><U+0E37><U+0E48><U+0E2D><U+0E40><U+0E1E><U+0E37><U+0E48><U+0E2D><U+0E19><U+0E42><U+0E17><U+0E23><U+0E21><U+0E32><U+0E16><U+0E32><U+0E21><U+0E27><U+0E48><U+0E32><U+0E40><U+0E2A><U+0E32><U+0E23><U+0E4C><U+0E40><U+0E22><U+0E47><U+0E19><U+0E01><U+0E34><U+0E19><U+0E40><U+0E2B><U+0E25><U+0E49><U+0E32><U+0E15><U+0E48><U+0E2D><U+0E21><U+0E31><U+0E49><U+0E22> <U+0E19><U+0E35><U+0E48><U+0E40><U+0E25><U+0E22><U+0E16><U+0E32><U+0E21><U+0E01><U+0E25><U+0E31><U+0E1A><U+0E44><U+0E1B><U+0E27><U+0E48><U+0E32> <U+0E44><U+0E21><U+0E48><U+0E44><U+0E1B><U+0E44><U+0E14><U+0E49><U+0E1B><U+0E30> <U+0E1B><U+0E0F><U+0E34><U+0E40><U+0E2A><U+0E18><U+0E44><U+0E14><U+0E49><U+0E23><U+0E36><U+0E1B><U+0E48><U+0E32><U+0E27> <U+0E40><U+0E1E><U+0E37><U+0E48><U+0E2D><U+0E19><U+0E15><U+0E2D><U+0E1A><U+0E01><U+0E25><U+0E31><U+0E1A><U+0E21><U+0E32><U+0E17><U+0E31><U+0E19><U+0E17><U+0E35> <U+0E44><U+0E21><U+0E48><U+0E44><U+0E1B><U+0E44><U+0E21><U+0E48><U+0E44><U+0E14><U+0E49> <U+0E21><U+0E36><U+0E07><U+0E15><U+0E49><U+0E2D><U+0E07><U+0E44><U+0E1B> <U+0E40><U+0E2D><U+0E49><U+0E2D><U+0E2D><U+0E2D><U+0E2D> <U+0E44><U+0E21><U+0E48><U+0E21><U+0E35><U+0E17><U+0E32><U+0E07><U+0E43><U+0E2B><U+0E49><U+0E40><U+0E25><U+0E37><U+0E2D><U+0E01><U+0E40><U+0E25><U+0E22> <U+0E42><U+0E16><U+0E48><U+0E27><U+0E27><U+0E27><U+0E27><U+0E27><U+0E27> <U+0E01><U+0E39><U+0E1C><U+0E39><U+0E49><U+0E0B><U+0E36><U+0E48><U+0E07><U+0E44><U+0E21><U+0E48><U+0E2A><U+0E32><U+0E21><U+0E32><U+0E23><U+0E16><U+0E40><U+0E17><U+0E19><U+0E31><U+0E14><U+0E44><U+0E14><U+0E49><U+0E40><U+0E25><U+0E22> <U+0E25><U+0E49><U+0E2D><U+0E07><U+0E07><U+0E07><U+0E07><U+0E07><U+0E07><U+0E07>","Usma_cielo",2018-11-08 16:07:08,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
677,"@MerryScarf1230 <U+0E22><U+0E31><U+0E22><U+0E15><U+0E30><U+0E40><U+0E23><U+0E47><U+0E01><U+0E01><U+0E01><U+0E01><U+0E01><U+0E01><U+0E02><U+0E32><U+0E22><U+0E02><U+0E2D><U+0E07><U+0E40><U+0E01><U+0E48><U+0E07><U+0E07><U+0E07><U+0E07> <U+0E2E><U+0E22><U+0E2D><U+0E07><U+0E08><U+0E49><U+0E32><U+0E07><U+0E21><U+0E32><U+0E40><U+0E17><U+0E48><U+0E32><U+0E44><U+0E2B><U+0E23><U+0E48> 5555555555","Usma_cielo",2018-11-05 13:22:10,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
678,"@beewtra_k <U+0E21><U+0E38><U+0E01><U+0E21><U+0E31><U+0E19><U+0E2D><U+0E23><U+0E48><U+0E2D><U+0E22><U+0E2D><U+0E48><U+0E2D><U+0E27><U+0E30> <U+0E44><U+0E21><U+0E48><U+0E40><U+0E04><U+0E22><U+0E01><U+0E34><U+0E19><U+0E40><U+0E25><U+0E22><U+0E2D><U+0E48><U+0E30> <U+0E21><U+0E32><U+0E40><U+0E1B><U+0E34><U+0E14><U+0E43><U+0E2B><U+0E21><U+0E48><U+0E17><U+0E35><U+0E48><U+0E0B><U+0E35><U+0E04><U+0E2D><U+0E19><U+0E25><U+0E30>","Usma_cielo",2018-11-02 13:49:58,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
679,"@beewtra_k 10 <U+0E19><U+0E30> <U+0E44><U+0E21><U+0E48><U+0E43><U+0E0A><U+0E48><U+0E40><U+0E2A><U+0E32><U+0E23><U+0E4C><U+0E19><U+0E35><U+0E49>","Usma_cielo",2018-11-02 06:39:32,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
680,"@synsurvey <U+0E19><U+0E48><U+0E32><U+0E23><U+0E31><U+0E01><U+0E27><U+0E48><U+0E30><U+0E30><U+0E30><U+0E30><U+0E30>","Usma_cielo",2018-10-31 15:55:10,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
681,"<U+0E40><U+0E08><U+0E2D><U+0E2D><U+0E34><U+0E19><U+0E0B><U+0E2D><U+0E40><U+0E08><U+0E32><U+0E30><U+0E1B><U+0E32><U+0E01><U+0E15><U+0E32><U+0E21><U+0E40><U+0E22><U+0E2D><U+0E30><U+0E01><U+0E47><U+0E15><U+0E01><U+0E43><U+0E08> <U+0E1A><U+0E2D><U+0E01><U+0E43><U+0E2B><U+0E49><U+0E40><U+0E02><U+0E32><U+0E40><U+0E08><U+0E32><U+0E30><U+0E04><U+0E19><U+0E40><U+0E14><U+0E35><U+0E22><U+0E27><U+0E1E><U+0E2D> <U+0E2E><U+0E37><U+0E48><U+0E2D><U+0E2D><U+0E2D> <U+0E04><U+0E19><U+0E14><U+0E35><U+0E02><U+0E2D><U+0E07><U+0E19><U+0E49><U+0E2D><U+0E07> <U+0E21><U+0E34><U+0E42><U+0E19><U+0E2D><U+0E49><U+0E1B><U+0E1B><U+0E49><U+0E32><U+0E32><U+0E32> <U+0E19><U+0E49><U+0E2D><U+0E07><U+0E08><U+0E30><U+0E44><U+0E21><U+0E48><U+0E43><U+0E2B><U+0E49><U+0E43><U+0E04><U+0E23><U+0E21><U+0E32><U+0E41><U+0E17><U+0E19><U+0E17><U+0E35><U+0E48><U+0E40><U+0E14><U+0E2D><U+0E30><U+0E40><U+0E1A><U+0E2A><U+0E1C><U+0E31><U+0E27><U+0E02><U+0E2D><U+0E07><U+0E1E><U+0E34>","Usma_cielo",2018-10-31 03:43:56,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
682,"<U+0E19><U+0E35><U+0E48><U+0E02><U+0E2D><U+0E21><U+0E2D><U+0E07><U+0E14><U+0E39><U+0E40><U+0E07><U+0E35><U+0E22><U+0E1A><U+0E46> <U+0E19><U+0E31><U+0E1A><U+0E40><U+0E2B><U+0E23><U+0E35><U+0E22><U+0E0D><U+0E14><U+0E39><U+0E41><U+0E25><U+0E49><U+0E27><U+0E04><U+0E34><U+0E14><U+0E27><U+0E48><U+0E32><U+0E40><U+0E01><U+0E47><U+0E1A><U+0E44><U+0E27><U+0E49><U+0E43><U+0E0A><U+0E49><U+0E40><U+0E2D><U+0E07><U+0E14><U+0E35><U+0E01><U+0E27><U+0E48><U+0E32> <U+0E40><U+0E1E><U+0E23><U+0E32><U+0E30><U+0E21><U+0E35><U+0E44><U+0E21><U+0E48><U+0E16><U+0E36><U+0E07> <U+0E01><U+0E25><U+0E31><U+0E27><U+0E41><U+0E21><U+0E48><U+0E46> 5555555555555555","Usma_cielo",2018-11-04 11:53:07,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
683,"@beewtra_k <U+0E40><U+0E2A><U+0E49><U+0E32><U+0E40><U+0E25><U+0E22><U+0E2D><U+0E48><U+0E30><U+0E30><U+0E30> <U+0E44><U+0E23><U+0E27><U+0E30><U+0E30><U+0E30><U+0E30><U+0E41><U+0E21><U+0E48><U+0E07><U+0E07><U+0E07><U+0E07><U+0E07> <U+0E2B><U+0E07><U+0E38><U+0E14><U+0E2B><U+0E07><U+0E34><U+0E14><U+0E14><U+0E14>","Usma_cielo",2018-11-02 13:49:27,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
684,"@zh2incle______ hbd. <U+0E19><U+0E38><U+0E49><U+0E07><U+0E08><U+0E35><U+0E49><U+0E02><U+0E2D><U+0E07><U+0E1E><U+0E23><U+0E35><U+0E48> <U+0E21><U+0E35><U+0E04><U+0E27><U+0E32><U+0E21><U+0E2A><U+0E38><U+0E02><U+0E21><U+0E32><U+0E01><U+0E46><U+0E19><U+0E49><U+0E32><U+0E32> <U+0E40><U+0E1B><U+0E47><U+0E19><U+0E40><U+0E14><U+0E47><U+0E01><U+0E14><U+0E35> <U+0E15><U+0E31><U+0E49><U+0E07><U+0E43><U+0E08><U+0E40><U+0E23><U+0E35><U+0E22><U+0E19> <U+0E44><U+0E27><U+0E49><U+0E44><U+0E1B><U+0E2B><U+0E27><U+0E35><U+0E14><U+0E14><U+0E49><U+0E27><U+0E22><U+0E01><U+0E31><U+0E19><U+0E2D><U+0E35><U+0E01><U+0E19><U+0E49><U+0E32><U+0E32><U+0E32> <U+0E40><U+0E25><U+0E34><U+0E49><U+0E1B><U+0E1B><U+0E1B> <U+0001F499> https://t.co/DsIsFRX3RE","Usma_cielo",2018-11-05 12:37:10,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,1,NA,NA,NA,NA,NA
685,"@Ingdeukie <U+0E1C><U+0E21><U+0E0A><U+0E21><U+0E1E><U+0E39><U+0E02><U+0E2D><U+0E07><U+0E07><U+0E1E><U+0E34><U+0E2E><U+0E38><U+0E19> <U+0E17><U+0E33><U+0E44><U+0E21><U+0E19><U+0E30><U+0E17><U+0E33><U+0E44><U+0E21><U+0E21><U+0E21><U+0E21> <U+0E07><U+0E2D><U+0E19><U+0E41><U+0E25><U+0E48><U+0E27><U+0E27>","Usma_cielo",2018-11-03 13:59:56,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
686,"@MerryScarf1230 <U+0E41><U+0E25><U+0E49><U+0E27><U+0E40><U+0E21><U+0E19><U+0E40><U+0E23><U+0E32><U+0E2D><U+0E22><U+0E39><U+0E48><U+0E14><U+0E49><U+0E27><U+0E22><U+0E01><U+0E31><U+0E19><U+0E2B><U+0E21><U+0E14> <U+0E04><U+0E37><U+0E2D><U+0E15><U+0E49><U+0E2D><U+0E07><U+0E21><U+0E32><U+0E2B><U+0E27><U+0E35><U+0E14><U+0E14><U+0E49><U+0E27><U+0E22><U+0E01><U+0E31><U+0E19><U+0E41><U+0E25><U+0E49><U+0E27><U+0E2D><U+0E48><U+0E30><U+0E41><U+0E1A><U+0E1A><U+0E19><U+0E35><U+0E49>5555555555","Usma_cielo",2018-11-05 13:32:33,"USMA","<U+2661>WINNER<U+2661> GD/BP/Nam/DEAN/ONE",88,0,NA,NA,NA,NA,NA
